---OutputTable---
time=49045
table_size=7437
[1] - <188 3404 4404 4428 7102 7112 > true count=774, estimated count=38190, Key=1091166
[3495] - <17 180 184 260 265 4426 4428 4434 4436 7112 > true count=288, estimated count=38258, Key=3168546
[3496] - <17 170 188 4430 4432 4434 4438 7062 7092 > true count=1818, estimated count=38820, Key=721555
[3497] - <17 4426 4428 4430 4432 4438 7062 7112 > true count=989, estimated count=38877, Key=996301
[3498] - <170 180 184 188 260 265 3404 4404 4430 4432 4940 > true count=1746, estimated count=39101, Key=5132201
[3499] - <17 170 180 184 188 3404 4404 4430 4432 4438 7062 > true count=1752, estimated count=38792, Key=2315161
[3500] - <17 170 188 4426 4432 4434 4940 7062 7112 > true count=1094, estimated count=38201, Key=2943865
[3501] - <17 3404 4404 4430 4434 4438 7112 > true count=421, estimated count=38602, Key=627207
[3502] - <260 265 4426 4428 4434 4438 7062 7092 7102 > true count=9178, estimated count=39031, Key=2604305
[3503] - <170 260 265 3404 4404 4426 4432 4436 4438 4940 7062 > true count=5160, estimated count=38244, Key=2380069
[3504] - <17 170 260 265 4426 4432 4436 4438 7062 7092 > true count=758, estimated count=38682, Key=1173734
[3505] - <17 188 260 265 3404 4404 4436 7112 > true count=617, estimated count=38787, Key=697526
[3506] - <170 4426 4428 4432 4434 4436 4438 4940 7062 7082 > true count=9850, estimated count=39622, Key=1962592
[3507] - <17 180 184 188 260 265 4432 4438 7062 7092 7102 > true count=343, estimated count=38367, Key=3694580
[3508] - <170 180 184 188 260 265 4426 4428 4432 4436 4438 7092 > true count=724, estimated count=38841, Key=5651919
[3509] - <17 170 180 184 188 260 265 3404 4404 4428 4432 4434 4940 > true count=343, estimated count=38470, Key=4866962
[3510] - <170 260 265 3403 3404 4404 4434 4438 7062 > true count=1385, estimated count=38341, Key=3348640
[3511] - <180 184 260 265 3404 4404 4426 4428 4432 4434 4438 7112 > true count=341, estimated count=38405, Key=6918119
[3512] - <3404 4404 4428 4432 4434 4436 4438 4940 7062 7092 > true count=27238, estimated count=39663, Key=1966082
[3513] - <17 170 188 260 265 4426 4432 4434 4436 4438 7062 > true count=641, estimated count=38676, Key=6473896
[3514] - <17 170 188 4426 4432 4438 4940 7092 7112 > true count=986, estimated count=38759, Key=2958219
[3515] - <17 170 188 260 265 3404 4404 4426 4428 4940 7092 > true count=2833, estimated count=38749, Key=3362690
[3516] - <17 170 188 4426 4428 4432 4438 4940 7062 7112 > true count=1097, estimated count=38526, Key=1917541
[3517] - <170 260 265 4426 4428 4432 4940 7092 7112 > true count=5182, estimated count=38601, Key=3069753
[3518] - <170 180 184 3403 3404 4404 4426 4940 7062 > true count=17302, estimated count=39767, Key=3170465
[3519] - <17 170 180 184 188 260 265 4426 4428 4434 7092 > true count=2857, estimated count=39263, Key=2810660
[3520] - <170 188 260 265 3404 4404 4430 4434 4438 4940 7062 > true count=1753, estimated count=38721, Key=741887
[3521] - <17 170 180 184 3404 4404 4428 4430 4434 4438 7062 7092 > true count=423, estimated count=38404, Key=4340051
[3522] - <188 4428 4432 4438 4940 7062 7082 7092 > true count=9843, estimated count=38931, Key=4399862
[3523] - <170 180 184 188 260 265 4426 4428 4436 4438 4940 7062 7092 > true count=113, estimated count=38263, Key=1971033
[3524] - <170 4428 4430 4434 4436 4438 7062 7092 7102 7112 > true count=10121, estimated count=38877, Key=6144396
[3525] - <180 184 3404 4404 4426 4430 4434 4438 7062 7112 > true count=420, estimated count=38346, Key=5803134
[3526] - <188 260 265 3404 4404 4426 4430 4436 7062 > true count=1708, estimated count=38734, Key=6160747
[3527] - <170 260 265 4426 4432 4438 4940 7102 > true count=6546, estimated count=39070, Key=6711981
[3528] - <170 180 184 3404 4404 4428 4430 4434 4436 4438 7062 > true count=38530, estimated count=39055, Key=1617026
[3529] - <180 184 188 260 265 4426 4428 4432 4438 4940 7112 > true count=1093, estimated count=38775, Key=7181733
[3530] - <180 184 188 3404 4404 4426 4430 4434 4438 7062 7092 > true count=7334, estimated count=38691, Key=4902758
[3531] - <17 170 180 184 4428 4430 4432 4438 7062 7092 > true count=3606, estimated count=38829, Key=894633
[3532] - <17 170 180 184 4426 4428 4430 4434 4438 7062 7112 > true count=287, estimated count=38356, Key=6075145
[3533] - <17 188 3404 4404 4426 4428 4430 4434 4438 7062 > true count=1745, estimated count=38838, Key=4283531
[3534] - <17 188 260 265 3404 4404 4428 4940 7112 > true count=1091, estimated count=38814, Key=4550250
[3535] - <17 180 184 188 260 265 4432 4940 7112 > true count=1095, estimated count=39202, Key=3352078
[3536] - <170 260 265 3404 4404 4428 4432 4434 4438 4940 7062 7092 > true count=4094, estimated count=38868, Key=6883137
[3537] - <170 260 265 4426 4430 4438 4940 7062 7112 > true count=36845, estimated count=38830, Key=3096707
[3538] - <3404 4404 4426 4430 4434 4436 4438 7062 7092 > true count=6823, estimated count=38221, Key=762102
[3539] - <17 170 180 184 260 265 3404 4404 4428 4434 4436 4438 7062 > true count=630, estimated count=38202, Key=4099666
[3540] - <17 170 180 184 188 260 265 4426 4428 4430 4432 4434 4438 > true count=218, estimated count=38318, Key=3085908
[3541] - <188 4426 4428 4430 4432 4434 4438 7062 7092 7102 > true count=12486, estimated count=38678, Key=1989076
[3542] - <17 180 184 188 260 265 4428 4438 4940 7062 7112 > true count=1092, estimated count=39138, Key=2499222
[3543] - <188 3404 4404 4428 4432 4434 4438 4940 7062 7112 > true count=26402, estimated count=38937, Key=1390318
[3544] - <188 260 265 3404 4404 4426 4428 4432 4438 4940 7062 7092 > true count=5141, estimated count=38530, Key=6858307
[3545] - <170 180 184 188 4430 4434 4438 4940 7062 7092 7102 > true count=10009, estimated count=38505, Key=114280
[3546] - <170 180 184 188 260 265 3404 4404 4426 4940 7062 7112 > true count=1094, estimated count=38544, Key=7034379
[3547] - <17 188 260 265 4432 4434 4438 7062 7102 > true count=564, estimated count=38565, Key=24514
[3548] - <170 3404 4404 4428 4432 4438 4940 7062 7092 7112 > true count=27279, estimated count=38652, Key=3642498
[3549] - <180 184 3404 4404 4428 4432 4434 4438 7062 7102 > true count=38388, estimated count=39346, Key=5803504
[3550] - <17 170 188 260 265 4426 4428 4432 4434 4438 7062 7092 > true count=759, estimated count=38703, Key=3451024
[3551] - <17 180 184 188 4426 4432 4434 4438 7062 7092 7102 > true count=290, estimated count=38350, Key=77783
[3552] - <17 188 260 265 4426 4428 4432 4438 7062 7112 > true count=937, estimated count=38602, Key=1176152
[3553] - <4426 4428 4438 7062 7082 7092 7102 7112 > true count=9851, estimated count=38712, Key=725334
[3554] - <170 180 184 188 260 265 3404 4404 4426 4434 4436 4438 7062 > true count=5538, estimated count=40360, Key=4117083
[3555] - <17 188 260 265 3404 4404 4438 4940 7062 7112 > true count=1095, estimated count=38952, Key=5807758
[3556] - <17 170 188 260 265 4426 4432 4436 4940 > true count=1099, estimated count=38343, Key=2220718
[3557] - <17 170 180 184 260 265 3404 4404 4436 4438 4940 7062 > true count=2173, estimated count=38915, Key=2037784
[3558] - <17 180 184 188 260 265 4428 4430 4432 4438 4940 7062 > true count=198, estimated count=38369, Key=6581084
[3559] - <180 184 188 3404 4404 4426 4428 4432 4940 7062 7112 > true count=1093, estimated count=38407, Key=5208368
[3560] - <17 180 184 188 4428 4432 4438 4940 7092 7112 > true count=341, estimated count=38341, Key=988171
[3561] - <17 180 184 188 260 265 4426 4432 4438 4940 7112 > true count=342, estimated count=38424, Key=7107842
[3562] - <17 188 260 265 4426 4432 4436 4438 4940 7062 > true count=1098, estimated count=38856, Key=7485976
[3563] - <188 260 265 4430 4432 4434 4436 4438 7062 > true count=1711, estimated count=38787, Key=837713
[3564] - <170 180 184 188 4428 4430 4432 4438 4940 7062 7102 > true count=12677, estimated count=39089, Key=6369826
[3565] - <17 170 180 184 188 4426 4428 4430 4438 7062 7092 > true count=3557, estimated count=38949, Key=1869015
[3566] - <17 170 188 4426 4428 4430 4438 7062 7112 > true count=992, estimated count=38847, Key=699203
[3567] - <170 188 4428 4434 4438 4940 7082 7102 > true count=9825, estimated count=38548, Key=588806
[3568] - <17 3404 4404 4426 4428 4434 4436 4940 7062 > true count=2446, estimated count=38614, Key=125675
[3569] - <180 184 188 260 265 3404 4404 4432 4434 7062 7112 > true count=1098, estimated count=38870, Key=6021597
[3570] - <180 184 188 3404 4404 4432 4434 4436 4438 7062 7102 > true count=421, estimated count=38589, Key=4961860
[3571] - <3404 4404 4428 4430 4436 4438 7062 7112 > true count=27323, estimated count=38673, Key=998650
[3572] - <17 170 180 184 260 265 4438 4940 7092 7112 > true count=726, estimated count=38321, Key=4589954
[3573] - <17 170 260 265 4426 4430 4432 4434 4438 7062 > true count=1816, estimated count=38733, Key=7176686
[3574] - <170 180 184 188 4426 4438 7062 7082 7112 > true count=10173, estimated count=38777, Key=3877450
[3575] - <170 188 4426 4432 4438 4940 7062 7092 7102 7112 > true count=10032, estimated count=38479, Key=5619374
[3576] - <188 260 265 3404 4404 4434 4438 4940 7062 7112 > true count=26895, estimated count=38815, Key=7465915
[3577] - <17 170 180 184 4426 4432 4434 4436 4438 4940 7062 > true count=2320, estimated count=39405, Key=3399567
[3578] - <170 180 184 188 260 265 3404 4404 4426 4432 4436 4438 7062 > true count=1816, estimated count=39103, Key=4114625
[3579] - <17 170 188 260 265 4428 4434 4436 4438 7062 7092 > true count=641, estimated count=38696, Key=2275682
[3580] - <17 188 3404 4404 4430 4432 4434 4438 7062 7092 > true count=423, estimated count=38226, Key=5798737
[3581] - <180 184 188 260 265 4428 4432 4434 4438 7102 > true count=691, estimated count=38794, Key=3189463
[3582] - <17 170 180 184 260 265 3404 4404 4426 4432 4434 7112 > true count=341, estimated count=38228, Key=1153932
[3583] - <170 260 265 4426 4434 4436 4438 7092 7102 > true count=751, estimated count=38924, Key=875759
[3584] - <17 188 260 265 3404 4404 4434 4438 7062 7092 7112 > true count=525, estimated count=38631, Key=4939208
[3585] - <170 180 184 4428 4432 4436 4438 7082 7112 > true count=10129, estimated count=38579, Key=736398
[3586] - <17 170 3404 4404 4428 4432 4940 7112 > true count=1090, estimated count=38644, Key=2944111
[3587] - <180 184 188 3403 3404 4404 4432 4434 4438 7062 > true count=433, estimated count=38552, Key=2947469
[3588] - <180 184 188 3404 4404 4432 4434 4438 7062 7092 7102 > true count=455, estimated count=38469, Key=6434060
[3589] - <170 188 4428 4432 4434 4438 4940 7062 7102 7112 > true count=10206, estimated count=39243, Key=1931782
[3590] - <17 170 188 260 265 3404 4404 4426 4428 4432 4434 4438 7062 > true count=1813, estimated count=39961, Key=4930048
[3591] - <170 180 184 188 260 265 4434 4438 7062 7092 7112 > true count=27320, estimated count=39418, Key=3723505
[3592] - <170 180 184 188 260 265 4432 4434 4436 4438 7062 7102 > true count=291, estimated count=38392, Key=3440219
[3593] - <170 180 184 188 3404 4404 4426 4432 4438 4940 7112 > true count=5133, estimated count=39670, Key=572610
[3594] - <17 188 260 265 3404 4404 4426 4428 4434 4436 4438 7062 > true count=627, estimated count=38279, Key=6786246
[3595] - <180 184 4426 4428 4430 4434 4438 7092 7102 7112 > true count=12403, estimated count=38886, Key=7174542
[3596] - <17 170 180 184 188 4428 4432 4438 4940 7062 7112 > true count=1093, estimated count=39274, Key=2208323
[3597] - <17 188 4428 4432 4438 4940 7092 7112 > true count=987, estimated count=38627, Key=628887
[3598] - <180 184 188 260 265 4426 4430 4436 4438 7062 7092 > true count=412, estimated count=38485, Key=2258657
[3599] - <17 3404 4404 4426 4434 4438 4940 7062 7112 > true count=1091, estimated count=38598, Key=2414149
[3600] - <170 180 184 3404 4404 4428 4430 4432 4438 4940 7092 > true count=38342, estimated count=38860, Key=2294866
[3601] - <170 188 260 265 3404 4404 4428 4434 4438 7062 7112 > true count=5166, estimated count=40081, Key=3440633
[3602] - <180 184 4430 4432 4438 7062 7082 7102 > true count=10171, estimated count=38558, Key=683982
[3603] - <17 4426 4428 4430 4432 4434 4438 7062 7092 > true count=2080, estimated count=38831, Key=760547
[3604] - <180 184 3404 4404 4426 4428 4432 4434 4436 4438 7062 7092 > true count=9109, estimated count=39223, Key=4634832
[3605] - <17 170 3404 4404 4426 4434 4438 7062 7092 7112 > true count=780, estimated count=38895, Key=5846355
[3606] - <17 170 180 184 188 260 265 4426 4432 4438 4940 7092 > true count=732, estimated count=38684, Key=3024736
[3607] - <188 3404 4404 4426 4434 4940 7062 7102 > true count=776, estimated count=38327, Key=2203120
[3608] - <17 180 184 4426 4428 4432 4434 4436 4438 4940 7062 > true count=172, estimated count=38280, Key=4369757
[3609] - <17 180 184 260 265 4426 4428 4430 4432 4438 4940 > true count=199, estimated count=38243, Key=2225428
[3610] - <17 170 180 184 260 265 4432 4434 4438 4940 7062 7092 > true count=1939, estimated count=39344, Key=4012270
[3611] - <170 3404 4404 4428 4430 4434 4436 4940 7062 > true count=27116, estimated count=39072, Key=135312
[3612] - <17 170 180 184 188 260 265 4426 4436 4438 4940 7062 > true count=1101, estimated count=39139, Key=2944454
[3613] - <170 180 184 188 260 265 3404 4404 4428 4432 7062 7112 > true count=1091, estimated count=39150, Key=6411141
[3614] - <17 170 180 184 4430 4434 4436 4438 7062 7092 > true count=422, estimated count=38283, Key=932139
[3615] - <170 180 184 188 3404 4404 4428 4434 4438 4940 7062 7112 > true count=26361, estimated count=39468, Key=5032692
[3616] - <17 180 184 188 4426 4428 4432 4434 4438 4940 7112 > true count=341, estimated count=38359, Key=3494407
[3617] - <180 184 260 265 3404 4404 4430 4432 4438 7062 7092 > true count=4157, estimated count=38941, Key=3407435
[3618] - <17 180 184 188 260 265 4434 4436 4438 7062 7102 > true count=404, estimated count=38318, Key=2231222
[3619] - <170 4436 4438 4940 7062 7082 7102 7112 > true count=9891, estimated count=38441, Key=3905518
[3620] - <17 180 184 188 4426 4432 4438 7062 7092 7112 > true count=999, estimated count=39037, Key=984795
[3621] - <170 260 265 4428 4432 4438 4940 7062 7102 > true count=37732, estimated count=38906, Key=3100721
[3622] - <17 170 180 184 188 4426 4432 4436 4438 7092 > true count=999, estimated count=39026, Key=2789219
[3623] - <180 184 188 260 265 4428 4430 4432 7112 > true count=288, estimated count=38328, Key=3414939
[3624] - <17 170 180 184 188 4426 4432 4438 7102 7112 > true count=287, estimated count=38193, Key=4271009
[3625] - <188 4426 4428 4434 4438 4940 7082 7102 > true count=9820, estimated count=38743, Key=2907010
[3626] - <17 180 184 188 260 265 4426 4428 4438 4940 7112 > true count=1091, estimated count=39217, Key=7107838
[3627] - <188 3404 4404 4426 4428 4434 4436 4438 4940 7092 > true count=9111, estimated count=38320, Key=180678
[3628] - <4426 4430 4436 4438 7062 7082 7112 > true count=10137, estimated count=38822, Key=2940646
[3629] - <17 188 260 265 4426 4430 4432 4438 4940 > true count=1095, estimated count=38705, Key=6281932
[3630] - <170 180 184 4434 4436 4438 4940 7082 7112 > true count=9812, estimated count=38546, Key=2985856
[3631] - <188 4428 4430 4438 7062 7082 7092 > true count=9862, estimated count=38272, Key=2839520
[3632] - <17 170 180 184 260 265 3404 4404 4426 4428 4438 4940 7092 > true count=731, estimated count=38227, Key=5582612
[3633] - <17 188 4428 4434 4438 4940 7092 7112 > true count=3522, estimated count=38685, Key=632873
[3634] - <170 180 184 260 265 4428 4432 4434 4436 4438 7062 7092 > true count=36654, estimated count=39704, Key=3477673
[3635] - <17 170 180 184 188 3404 4404 4434 4436 4940 > true count=641, estimated count=38789, Key=3859745
[3636] - <170 260 265 4428 4434 4438 4940 7062 7102 > true count=37912, estimated count=38802, Key=3106219
[3637] - <170 180 184 188 4426 4434 4436 4940 7082 > true count=9819, estimated count=39072, Key=7235028
[3638] - <180 184 260 265 4432 4436 4438 7062 7082 7092 7102 > true count=112, estimated count=38235, Key=389065
[3639] - <17 180 184 260 265 4428 4430 4432 4436 4438 7062 > true count=103, estimated count=38262, Key=6472768
[3640] - <3404 4404 4428 4436 4940 7062 7092 7102 > true count=8729, estimated count=38846, Key=4425268
[3641] - <180 184 188 3404 4404 4426 4434 4438 7062 7102 > true count=9170, estimated count=39068, Key=7270578
[3642] - <17 260 265 3404 4404 4436 4438 4940 7062 7092 > true count=2832, estimated count=38219, Key=7448326
[3643] - <170 180 184 188 260 265 3404 4404 4432 4436 4438 7062 7092 > true count=440, estimated count=38232, Key=3947615
[3644] - <180 184 188 3404 4404 4434 4436 4438 7092 7112 > true count=419, estimated count=38519, Key=7336768
[3645] - <260 265 3404 4404 4428 4432 4436 7062 7112 > true count=5124, estimated count=39127, Key=4658349
[3646] - <17 3404 4404 4426 4428 4434 4436 4438 4940 > true count=2449, estimated count=39004, Key=6464439
